"","anon_id","count_will_construction","count_goingTo_construction","gender","birth_year","native_language","language_used_at_home","non_native_language_1","yrs_of_study_lang1","study_in_classroom_lang1","ways_of_study_lang1","non_native_language_2","yrs_of_study_lang2","study_in_classroom_lang2","ways_of_study_lang2","non_native_language_3","yrs_of_study_lang3","study_in_classroom_lang3","ways_of_study_lang3","course_history","yrs_of_english_learning","yrs_in_english_environment","age","semester","LCT_Form","LCT_Score","MTELP_Form","MTELP_I","MTELP_II","MTELP_III","MTELP_Conv_Score","Writing_Sample"
"602","dv1",95,5,"Male",1981,"Arabic","Arabic","English","less than 1 year","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","415;416;417;418;419;489;490;491;492;493;533;534;537;580;581;589","none","none",27,"2008_fall",NA,10,"Q",1,9,13,39,3
"603","dv4",5,1,"Male",1991,"Turkish","Turkish","German","3-5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in German;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","English","1-2 years","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs)","","","no","","562;563;564;596;597","1-2 years","none",18,"2009_fall",1,13,"R",16,15,5,55,2
"604","dv7",7,0,"Female",1973,"Arabic","Arabic","English","less than 1 year","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes","","","no","","","","no","","430;431;432;433;434","less than 1 year","less than 1 year",35,"2008_fall",2,25,"P",12,18,9,58,3
"605","dv8",14,0,"Female",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2012_summer",1,19,"P",19,16,7,61,4.5
"606","dw2",22,1,"Female",NA,"Chinese","","","","","","","","","","","","","","","","",NA,"2009_spring",1,20,"P",18,12,5,53,3.2
"607","dw3",31,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2012_spring",1,23,"Q",11,13,6,46,3.75
"608","dw6",5,0,"Male",1973,"Arabic","Arabic","English","less than 1 year","yes","Studied grammar;Had a native-speaker teacher;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","333;334;335;336;337;384;385;386;387;388","less than 1 year","more than 5 years",36,"2008_spring",1,11,"Q",10,12,2,40,1.8
"609","dw7",14,0,"Female",1976,"Japanese","Japanese","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Studied pronunciation;Teacher corrected my mistakes","","","no","","","","no","","432;433;434;490;524;642;647","3-5 years","none",32,"2008_fall",2,19,"Q",26,9,7,61,3.2
"610","dw9",0,0,"Female",1986,"Turkish","Turkish","English","less than 1 year","yes","Studied grammar;Had a native-speaker teacher;Practiced speaking in class","","","no","","","","no","","613;614;615;616;771;777;779","less than 1 year","1-2 years",23,"2010_spring",NA,11,"",15,9,7,47,2.5
"611","dx1",2,1,"Unknown",NA,"Chinese","","","","","","","","","","","","","","","","",NA,"2012_spring",1,25,"Q",23,9,11,62,2.7
"612","dx2",0,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2011_spring",2,21,"P",21,27,6,71,2.85
"613","dx3",6,1,"Male",1988,"Arabic","Arabic;English","English","1-2 years","yes","Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","609;610;611;649;650;708;729;730;731;747;798;819","1-2 years","none",21,"2010_spring",NA,11,"",9,7,5,37,2.4
"614","dx4",13,0,"Female",1987,"Turkish","Turkish;English","English","1-2 years","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","607;608;609;610;611;682;683;684;685;686;803;806","1-2 years","1-2 years",23,"2010_spring",2,16,"P",12,3,6,37,2.5
"615","dx5",40,1,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2010_summer",1,19,"Q",21,14,2,56,3.2
"616","dx6",6,0,"Female",NA,"Chinese","","","","","","","","","","","","","","","","",NA,"2010_fall",2,17,"",16,11,7,51,1.7
"617","dx7",18,6,"Male",1968,"Arabic","Arabic","","","","","","","","","","","","","328;329;330;331;332;379;380;381;382;383","less than 1 year","less than 1 year",40,"2008_spring",1,10,"Q",15,14,5,51,2.3
"618","dx8",1,0,"Female",NA,"Korean","","","","","","","","","","","","","","","","",NA,"2012_spring",1,18,"Q",21,23,15,74,3.3
"619","dx9",5,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2012_spring",1,25,"Q",22,16,8,65,3.3
"620","dy0",0,0,"Female",NA,"Korean","","","","","","","","","","","","","","","","",NA,"2011_spring",2,26,"P",22,27,13,78,3.1
"621","dy4",2,1,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2011_fall",1,13,"",15,8,6,45,2.9
"622","dy7",31,3,"Female",1978,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes","Japanese","1-2 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud","","","no","","217;230;239;250;261;276;298;320","more than 5 years","less than 1 year",28,"2007_summer",1,21,"Q",26,16,14,72,4.7
"623","dz0",1,0,"Female",NA,"Japanese","","","","","","","","","","","","","","","","",NA,"2012_summer",1,23,"P",30,20,10,75,2.9
"624","dz1",7,2,"Male",1981,"Arabic","Arabic","Arabic","more than 5 years","no","I lived in a country where they spoke Arabic","English","more than 5 years","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Wrote paragrphs/essays","","","no","","491;492;493;494;500;533;534;535;536;537","more than 5 years","3-5 years",27,"2009_spring",1,22,"P",17,15,7,58,3.8
"625","dz3",0,0,"Male",NA,"Japanese","","","","","","","","","","","","","","","","",NA,"2010_spring",2,28,"P",24,24,17,80,3.5
"626","dz5",5,0,"Female",NA,"Japanese","","","","","","","","","","","","","","","","",NA,"2012_spring",1,20,"Q",18,16,5,58,3.4
"627","dz7",1,0,"Female",1986,"Korean","Korean","English","more than 5 years","no","other","","","no","","","","no","","277;288;299;321;355;363","more than 5 years","none",20,"2007_fall",1,24,"Q",21,26,13,75,4.1
"628","dz8",1,0,"Female",1975,"Chinese","Chinese","English","less than 1 year","yes","Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","291;313;328;329","more than 5 years","none",32,"2007_fall",1,16,"Q",14,12,7,48,1.5
"629","dz9",32,0,"Female",1977,"Japanese","Japanese","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Studied pronunciation;Teacher corrected my mistakes","","","no","","","","no","","217;228;239;250;261;277;287;298;320","more than 5 years","less than 1 year",30,"2007_summer",1,15,"Q",28,14,10,70,2.5
"630","ea0",7,4,"Unknown",NA,"Chinese","","","","","","","","","","","","","","","","",NA,"2010_summer",1,20,"R",20,20,11,69,4
"631","ea2",6,0,"Female",1976,"Other","Urdu","","","","","","","","","","","","","432;433;440;441;444","more than 5 years","more than 5 years",32,"2008_fall",2,21,"Q",28,22,9,74,4.5
"632","ea3",15,1,"Male",1977,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes","","","no","","","","no","","104;116;126;152","more than 5 years","none",29,"2006_fall",1,23,"P",17,21,6,63,3.5
"633","ea4",33,0,"Male",1975,"Korean","Korean;Farsi","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes","German","1-2 years","yes","Studied grammar;Studied vocabulary;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes","Japanese","more than 5 years","no","Studied by myself;other","269;280;293;313;338;339;340;341;342;389;390;391;392;393","more than 5 years","more than 5 years",31,"2007_fall",1,17,"Q",19,14,8,60,2
"634","ea5",19,0,"Female",1979,"Taiwanese","Taiwanese","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Studied pronunciation","","","no","","","","no","","98;110;122;146;162;173;184;206","more than 5 years","none",27,"2006_fall",1,16,"P",14,15,4,48,2.7
"635","ea7",2,1,"Female",1974,"Spanish","Spanish","English","3-5 years","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Wrote paragrphs/essays","","","no","","","","no","","2;8;14;20;26;45;59;67;78;92;118;154","less than 1 year","less than 1 year",31,"2006_spring",1,10,"P",9,22,6,56,2.3
"636","ea9",129,5,"Male",1982,"Arabic","Arabic","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","528;529;530;531;532;590;591;592;593;594;637;638;640","more than 5 years","3-5 years",26,"2009_summer",NA,18,"P",5,13,11,45,3.7
"637","eb3",2,1,"Female",NA,"Korean","","","","","","","","","","","","","","","","",NA,"2011_spring",2,23,"P",22,14,8,63,3.4
"638","eb4",9,0,"Female",NA,"Korean","","","","","","","","","","","","","","","","",NA,"2010_summer",1,28,"Q",29,25,15,82,4.8
"639","eb9",7,5,"Female",1982,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Studied vocabulary","Japanese","1-2 years","yes","Studied grammar;Studied vocabulary","","","no","","384;385;386;387;388;440;441;444;453;454","more than 5 years","none",25,"2008_summer",2,19,"P",20,18,7,64,3.6
"640","ec0",0,0,"Male",NA,"Russian","","","","","","","","","","","","","","","","",NA,"2011_summer",NA,18,"",10,12,6,44,2.4
"641","ec1",13,2,"Female",NA,"Korean","","","","","","","","","","","","","","","","",NA,"2012_spring",1,20,"Q",20,24,11,71,4.1
"642","ec5",11,0,"Female",1963,"Chinese","Chinese","","","","","","","","","","","","","719;720;721;722;723;772;774;785;813;819;858;859;869;870","less than 1 year","more than 5 years",47,"2010_fall",2,11,"",10,18,6,51,2.7
"643","ec7",2,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2012_spring",1,12,"Q",18,9,4,47,2.3
"644","ec9",44,0,"Male",1972,"Korean","Korean;English","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;other","German","1-2 years","yes","Studied grammar;Studied vocabulary;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;other","","","no","","219;230;241;252;263","more than 5 years","less than 1 year",35,"2007_summer",1,25,"Q",32,33,13,86,4.6
"645","ed1",2,0,"Male",1985,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Studied vocabulary","","","no","","","","no","","738;739;740;741;742;803","more than 5 years","less than 1 year",25,"2010_fall",2,20,"",18,22,12,70,3.2
"646","ed2",5,1,"Female",1984,"Turkish","Turkish","English","3-5 years","yes","Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes","","","no","","","","no","","743;744;745;746;747;793;795;796;807;809;945;946;952;953;954","3-5 years","1-2 years",26,"2010_fall",2,24,"",17,12,10,58,3.3
"647","ed3",25,5,"Male",1966,"Arabic","Arabic","French","less than 1 year","yes","Studied grammar;Studied vocabulary;Teacher spoke to me in French;Studied pronunciation;Teacher corrected my mistakes","","","no","","","","no","","415;426;450;451;452;487;488;489;490;505;533;534;537","less than 1 year","less than 1 year",41,"2008_fall",2,16,"",10,13,5,44,3.9
"648","ed7",1,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2012_spring",1,12,"Q",10,10,6,42,2.7
"649","ed8",75,2,"Female",1985,"Thai","Thai;English","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","580;581;582;583;584;638","more than 5 years","none",24,"2009_fall",NA,27,"",24,28,13,80,4.8
"650","ee3",11,0,"Female",1977,"Korean","Korean;English","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","Japanese","1-2 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Studied pronunciation","French","1-2 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced reading aloud;Teacher corrected my mistakes","343;355;356;357;363;500","more than 5 years","1-2 years",31,"2008_spring",1,26,"Q",27,14,7,67,4.2
"651","ee4",2,0,"Female",NA,"Italian","","","","","","","","","","","","","","","","",NA,"2011_fall",1,32,"",33,34,19,90,4.6
"652","ee5",34,1,"Male",1980,"Arabic","Arabic","English","1-2 years","yes","Had a native-speaker teacher;Studied vocabulary;Teacher spoke to me in English;Studied pronunciation","","","no","","","","no","","660;677;678;684;686;731;749;750;753;761","1-2 years","3-5 years",30,"2010_summer",1,15,"Q",16,18,3,56,3.2
"653","ee7",4,0,"Female",1974,"Portuguese","Portuguese;Italian;Tupi;Guarani;Xapoto","English","less than 1 year","no","Studied by myself;I learned from my friend who is a native speaker;I lived in a country where they spoke English","Spanish","1-2 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in Spanish;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","Italian","more than 5 years","no","I learned from my friend who is a native speaker;other","272;283;294;316","1-2 years","1-2 years",33,"2007_fall",1,24,"Q",15,25,2,61,3.8
"654","ee9",3,0,"Female",1977,"Chinese","Chinese;Taiwanese","English","more than 5 years","yes","Worked in pairs/groups;Practiced speaking in class","Japanese","1-2 years","no","Studied by myself;other","","","no","","379;380;381;382;383","more than 5 years","less than 1 year",30,"2008_summer",2,20,"P",26,16,6,67,3.6
"655","ef0",16,1,"Male",1992,"Arabic","Arabic;English","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Teacher spoke to me in English;Wrote paragrphs/essays","French","1-2 years","yes","Practiced speaking in class;Practiced reading aloud;Teacher corrected my mistakes","","","no","","738;739;740;741;742;807;808;810;811;812","more than 5 years","less than 1 year",18,"2010_fall",NA,27,"Q",25,16,15,72,2.7
"656","ef1",3,0,"Male",1981,"Korean","Korean","English","less than 1 year","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Studied pronunciation","","","no","","","","no","","420;431;432;433;434","less than 1 year","less than 1 year",27,"2008_fall",2,24,"Q",19,16,11,65,2.2
