"","anon_id","count_will_construction","count_goingTo_construction","gender","birth_year","native_language","language_used_at_home","non_native_language_1","yrs_of_study_lang1","study_in_classroom_lang1","ways_of_study_lang1","non_native_language_2","yrs_of_study_lang2","study_in_classroom_lang2","ways_of_study_lang2","non_native_language_3","yrs_of_study_lang3","study_in_classroom_lang3","ways_of_study_lang3","course_history","yrs_of_english_learning","yrs_in_english_environment","age"
"738","eh9",0,0,"Male",1981,"Korean","Korean","German","less than 1 year","no","other","","","no","","","","no","","46;57;68;79;90;106;118;130;154","more than 5 years","less than 1 year",25
"739","ei0",14,0,"Male",1989,"Arabic","Arabic;Farsi","English","3-5 years","no","Studied by myself;other","","","no","","","","no","","687;688;705;706;707;759;760;761;762;763","3-5 years","1-2 years",21
"740","ei2",26,0,"Female",1980,"Chinese","Chinese","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","115;122;146;160;184;206;230;263","more than 5 years","less than 1 year",26
"741","ei3",2,0,"Male",1981,"Thai","Thai","English","more than 5 years","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes","","","no","","","","no","","460;461;464;487;488;519","more than 5 years","less than 1 year",27
"742","ei5",6,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA
"743","ei7",1,0,"Male",1983,"Korean","Korean","English","less than 1 year","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes","","","no","","","","no","","31;32;33;34;35;42;59;69;80;92;101;113;125;154","less than 1 year","none",22
"744","ei8",7,8,"Female",1963,"Chinese","Chinese;Japanese","English","less than 1 year","yes","Studied vocabulary;Practiced reading aloud","Japanese","1-2 years","yes","Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in Japanese;Studied pronunciation;Practiced reading aloud","","","no","","1;7;13;19;25;43;54;66;76;87;123;150;161;172;183;205;220;242;264;276;287;298;320;422;423","1-2 years","1-2 years",43
"745","ej0",0,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA
"746","ej1",1,1,"Unknown",NA,"Chinese","","","","","","","","","","","","","","","","",NA
"747","ej2",10,4,"Female",1976,"Other","Russian;Latvian","Russian","none","no","other","English","3-5 years","no","Studied by myself","Latgalian","none","no","other","291;328;329;332;340;341","3-5 years","less than 1 year",30
"748","ej5",14,1,"Female",1982,"Arabic","Arabic;English","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","565;566;567;568;569","more than 5 years","1-2 years",27
"749","ej8",5,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA
"750","ej9",3,0,"Female",1987,"Arabic","Arabic;English","English","3-5 years","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Wrote paragrphs/essays","","","no","","","","no","","733;734;735;736;737;802;803;804;805;806;883;884;885;886;887","3-5 years","less than 1 year",23
"751","ek1",15,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA
"752","ek3",5,0,"Female",NA,"German","","","","","","","","","","","","","","","","",NA
"753","ek5",10,0,"Male",1987,"Thai","Thai;Chinese","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","Chinese","less than 1 year","no","I lived in a country where they spoke Chinese","","","no","","485;486;492;493;494","more than 5 years","more than 5 years",21
"754","ek6",33,13,"Male",1973,"Arabic","Arabic","English","1-2 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","410;421;450;451;452;477;478;479;490;505;537;540;541","1-2 years","1-2 years",35
"755","ek7",3,0,"Unknown",NA,"Chinese","","","","","","","","","","","","","","","","",NA
"756","ek8",0,0,"Female",1972,"Korean","Korean","Spanish","1-2 years","yes","Studied grammar;Studied vocabulary;Studied pronunciation;Practiced reading aloud","","","no","","","","no","","298;353;363","more than 5 years","3-5 years",35
"757","el0",21,4,"Male",1977,"Arabic","Arabic","English","3-5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","410;421;450;451;452","less than 1 year","3-5 years",31
"758","el2",26,6,"Male",1970,"Arabic","Arabic","English","less than 1 year","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes","","","no","","","","no","","323;324;325;326;327;364;367;370;371;373;419;435;436;437;438;489;495;496;522;541","less than 1 year","none",37
"759","el3",0,0,"Male",NA,"Korean","","","","","","","","","","","","","","","","",NA
"760","el5",2,2,"Male",NA,"Japanese","","","","","","","","","","","","","","","","",NA
"761","el7",12,6,"Female",1986,"Other","Russian;Georgian","Russian","3-5 years","yes","Studied grammar;Teacher corrected my mistakes","English","3-5 years","yes","Studied grammar;Studied pronunciation;Teacher corrected my mistakes","","","no","","571;579;592;593;645;646","3-5 years","less than 1 year",23
"762","el8",12,0,"Female",NA,"Hebrew","","","","","","","","","","","","","","","","",NA
"763","el9",4,0,"Female",1984,"Chinese","Chinese;Japanese;Taiwanese","Taiwanese","more than 5 years","no","I lived in a country where they spoke Taiwanese","Chinese","more than 5 years","no","I lived in a country where they spoke Chinese","","","no","","272;283;294;316","1-2 years","1-2 years",23
"764","em0",1,1,"Female",1975,"Turkish","Turkish","English","3-5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Practiced reading aloud","","","no","","","","no","","273;281;292;317;339;340;341;348;352","1-2 years","none",32
"765","em1",6,0,"Female",1979,"Chinese","Chinese;Taiwanese","English","3-5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","742;743;744;745;746","3-5 years","less than 1 year",31
"766","em5",7,0,"Female",1982,"Arabic","Arabic;English","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","French","1-2 years","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in French;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes","","","no","","607;608;609;610;611;679;680;681;687;688;733;734;737;756;757;792;793;796","more than 5 years","none",27
"767","em6",0,0,"Female",NA,"Chinese","","","","","","","","","","","","","","","","",NA
"768","em7",8,0,"Male",1981,"Turkish","Turkish","English","less than 1 year","no","Studied by myself","","","no","","","","no","","435;436;437;438;439;489;490;497;498;505;574;585;586;587;588","less than 1 year","less than 1 year",27
"769","em8",4,0,"Female",1983,"Portuguese","Portuguese","Spanish","more than 5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Practiced reading aloud","","","no","","","","no","","557;558;559;596;597;623;631","less than 1 year","less than 1 year",26
"770","en1",8,0,"Male",1970,"Spanish","Spanish","English","3-5 years","yes","Studied grammar;Had a native-speaker teacher;Practiced speaking in class;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud;Wrote paragrphs/essays","French","less than 1 year","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Studied pronunciation","","","no","","384;385;386;387;388","3-5 years","less than 1 year",37
"771","en2",4,0,"Female",1981,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","44;53;66;75;86;104;116;125;152;161;172;183;205","more than 5 years","3-5 years",25
"772","en3",4,0,"Female",1980,"Spanish","Spanish","English","more than 5 years","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","325;326;333;334;337;366;367;430;431;434","more than 5 years","less than 1 year",28
"773","en4",23,2,"Male",1978,"Arabic","Arabic","English","1-2 years","yes","Studied grammar;Worked in pairs/groups;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English","","","no","","","","no","","465;466;467;468;469;517;523;524;525;526;574;585;586","1-2 years","1-2 years",31
"774","en8",0,0,"Female",NA,"Arabic","","","","","","","","","","","","","","","","",NA
"775","en9",4,1,"Female",NA,"Hebrew","","","","","","","","","","","","","","","","",NA
"776","eo1",16,1,"Unknown",NA,"Chinese","","","","","","","","","","","","","","","","",NA
"777","eo2",7,0,"Female",1979,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Teacher spoke to me in English;Wrote paragrphs/essays","Italian","more than 5 years","yes","Studied grammar;Studied vocabulary","","","no","","1;7;13;19;25;43;54;66;76;87;98;110;146;160;204;228;238","more than 5 years","less than 1 year",26
"778","eo5",13,1,"Female",1982,"Arabic","Arabic","English","3-5 years","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","576;580;582;583;584;600;639;640","3-5 years","less than 1 year",27
"779","eo8",2,0,"Female",1979,"Spanish","Spanish","French","less than 1 year","yes","Studied grammar;Studied vocabulary;Studied pronunciation","","","no","","","","no","","343;344;345;346;347;445;446;447;448;449;505","less than 1 year","none",29
"780","ep1",3,1,"Female",1977,"Portuguese","Portuguese","English","less than 1 year","yes","Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","99;111;124;147","less than 1 year","less than 1 year",28
"781","ep2",6,1,"Female",1987,"French","French","English","3-5 years","yes","Studied grammar;Studied vocabulary;Wrote paragrphs/essays","Spanish","3-5 years","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in Spanish;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","743;744;745;746;747;802;803;804;805;806;842;893","3-5 years","none",23
"782","ep4",87,1,"Female",NA,"Thai","","","","","","","","","","","","","","","","",NA
"783","ep6",1,0,"Female",NA,"Korean","","","","","","","","","","","","","","","","",NA
"784","eq0",28,5,"Male",1981,"Arabic","Arabic","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Practiced reading aloud","","","no","","","","no","","1;7;13;19;25;42;53;64;75;86;101;113;125;149;165;176;187;209","more than 5 years","less than 1 year",25
"785","eq1",2,2,"Male",1984,"Arabic","Arabic","English","more than 5 years","yes","Studied grammar;Had a native-speaker teacher;Listened to audio materials (tapes/CDs)","","","no","","","","no","","366;369;370;372;373;435;436;437;438;439;500;502;503;504;505;538;539;542","more than 5 years","none",23
"786","eq2",5,0,"Male",1990,"Arabic","Arabic;English","English","more than 5 years","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Studied pronunciation;Teacher corrected my mistakes","","","no","","","","no","","680;686;687;688;705;733;734;737;756;757;796;813;817","more than 5 years","less than 1 year",20
"787","eq4",9,0,"Female",1979,"Chinese","Chinese","English","3-5 years","yes","Studied grammar;Studied vocabulary;Studied pronunciation;Teacher corrected my mistakes","","","no","","","","no","","770;771;778;779;781;862;863;864;865;866;945;952;953;954;956;1002;1008;1009;1010;1011","3-5 years","3-5 years",32
"788","eq6",0,0,"Male",NA,"Korean","","","","","","","","","","","","","","","","",NA
"789","eq8",17,26,"Male",1982,"Korean","Korean;English","English","3-5 years","yes","Studied grammar;Studied vocabulary;Practiced reading aloud;Teacher corrected my mistakes","","","no","","","","no","","157;168;179;190;201;215;226;237;248;259;287;320","3-5 years","less than 1 year",24
